,Year,School,sum_PER,sum_WS,sum_WS/40,sum_PProd,sum_FT,sum_TS%,sum_PTS
409,2017,Florida Gators,151.6,13.4,1.38,1339.0,16.9,5.02,78.8
410,2017,Cincinnati Bearcats,155.9,15.4,1.54,1204.0,12.1,4.77,69.1
411,2017,Northern Kentucky Norse,134.5,10.1,0.92,1329.0,14.5,4.9,75.9
412,2017,Seton Hall Pirates,122.6,8.5,0.78,1261.0,13.4,4.64,72.6
413,2017,UCLA Bruins,226.6,14.2,1.69,1567.0,12.1,5.75,90.9
414,2017,Providence Friars,122.7,8.5,0.75,1250.0,15.3,4.78,71.0
415,2017,Kansas State Wildcats,142.0,7.6,0.83,1238.0,16.4,5.18,72.9
416,2017,Kent State Golden Flashes,122.5,9.0,0.79,1315.0,15.4,4.53,76.4
417,2017,Xavier Musketeers,155.2,8.2,0.91,1311.0,19.8,5.05,83.5
418,2017,Winthrop Eagles,153.6,13.8,1.33,1353.0,13.9,5.19,76.3
419,2017,Duke Blue Devils,155.4,11.1,1.1,1393.0,16.7,6.01,81.5
420,2017,North Carolina Central Eagles,134.8,13.1,1.27,1177.0,14.7,4.92,74.9
421,2017,Wichita State Shockers,188.1,16.9,1.86,1342.0,14.7,5.45,76.4
422,2017,Baylor Bears,129.7,10.2,1.01,1185.0,12.6,4.73,70.6
423,2017,Louisville Cardinals,158.1,12.3,1.24,1281.0,13.8,4.96,77.4
424,2017,Dayton Flyers,167.5,13.4,1.45,1261.0,19.5,5.34,80.5
425,2017,Oklahoma State Cowboys,146.7,9.6,0.86,1388.0,16.9,5.41,80.4
426,2017,New Orleans Privateers,150.8,12.7,1.31,1284.0,17.7,5.2,73.5
427,2017,Maryland Terrapins,141.0,10.2,1.05,1253.0,12.3,5.19,70.7
428,2017,Minnesota Golden Gophers,150.9,10.6,0.96,1315.0,16.0,4.67,76.4
429,2017,New Mexico State Aggies,164.0,10.4,1.43,1075.0,16.6,5.06,80.8
430,2017,Texas Southern Tigers,150.1,15.1,1.4,1393.0,22.4,4.9,79.5
431,2017,Arizona Wildcats,152.7,13.8,1.31,1346.0,18.7,5.07,83.7
432,2017,West Virginia Mountaineers,153.3,11.7,1.2,1294.0,16.4,5.0,75.2
433,2017,Miami (FL) Hurricanes,122.2,9.1,0.73,1195.0,13.5,4.55,69.6
434,2017,South Dakota State Jackrabbits,156.1,8.7,0.98,1254.0,17.8,5.5,91.4
435,2017,ETSU Buccaneers,159.1,13.8,1.36,1388.0,17.4,5.39,78.9
436,2017,Creighton Bluejays,150.1,9.9,1.04,1309.0,11.8,5.43,86.6
437,2017,Marquette Golden Eagles,161.2,10.5,1.04,1425.0,13.8,5.41,81.8
438,2017,Arkansas Razorbacks,153.4,10.1,1.0,1381.0,17.2,5.15,77.6
439,2017,USC Trojans,146.5,8.9,0.89,1333.0,18.2,5.12,84.3
440,2017,Villanova Wildcats,119.7,15.0,1.05,1370.0,15.2,4.66,77.8
441,2017,UNC Wilmington Seahawks,161.6,12.9,1.28,1443.0,12.6,5.13,81.6
442,2017,Virginia Cavaliers,138.4,12.2,1.2,1117.0,9.8,4.8,63.1
443,2017,Nevada Wolf Pack,142.3,13.3,1.25,1439.0,16.4,5.26,82.5
444,2017,Michigan State Spartans,135.7,9.4,0.95,1216.0,12.4,5.0,72.4
445,2017,Purdue Boilermakers,152.7,13.1,1.28,1375.0,15.5,5.66,77.8
446,2017,Oregon Ducks,174.6,15.6,1.54,1398.0,12.6,5.36,80.6
447,2017,Wisconsin Badgers,127.5,11.0,0.99,1181.0,12.5,4.48,68.1
448,2017,Kentucky Wildcats,153.0,13.9,1.38,1471.0,18.8,5.07,85.2
449,2017,North Dakota Fighting Hawks,135.2,11.9,1.06,1417.0,16.4,5.14,81.9
450,2017,Rhode Island Rams,151.8,12.0,1.33,1227.0,15.6,4.8,73.8
451,2017,Florida Gulf Coast Eagles,152.1,9.8,1.19,1050.0,15.5,5.08,77.7
452,2017,Florida State Seminoles,173.6,10.6,1.27,1242.0,14.0,5.04,69.7
453,2017,Virginia Tech Hokies,121.8,7.5,0.63,1352.0,17.2,4.83,80.6
454,2017,Gonzaga Bulldogs,204.5,20.1,2.19,1450.0,16.8,5.69,85.3
455,2017,Northwestern Wildcats,130.6,9.6,0.96,1195.0,13.6,4.74,71.9
456,2017,UC-Davis Aggies,109.4,8.8,0.9,1066.0,16.4,4.63,69.0
457,2017,UNC Tar Heels,173.1,13.0,1.36,1387.0,13.3,4.89,84.5
458,2017,Jacksonville State Gamecocks,127.4,8.4,0.92,1049.0,15.3,4.83,69.4
459,2017,Butler Bulldogs,154.0,11.3,1.12,1333.0,15.4,5.3,75.2
460,2017,South Carolina Gamecocks,113.4,10.9,1.0,1274.0,18.4,4.35,73.0
461,2017,Michigan Wolverines,147.5,12.0,1.04,1319.0,12.0,5.3,74.6
462,2017,Kansas Jayhawks,271.0,11.6,2.43,1434.0,18.1,5.63,83.6
463,2017,SMU Mustangs,157.9,18.1,1.52,1352.0,14.0,4.75,77.3
464,2017,Troy Trojans,154.4,9.8,1.06,1340.0,18.6,5.11,76.6
465,2017,Vermont Catamounts,180.3,13.7,1.62,1146.0,12.6,5.43,74.4
466,2017,Vanderbilt Commodores,122.7,10.4,0.89,1275.0,14.1,5.04,72.3
467,2017,Mount St. Mary's Mountaineers,131.3,11.9,1.12,1217.0,12.9,4.95,70.0
468,2017,Saint Mary's Gaels,170.8,16.9,1.73,1205.0,11.0,5.37,68.7
469,2017,VCU Rams,138.9,12.7,1.2,1317.0,15.5,4.72,74.7
470,2017,Middle Tennessee Blue Raiders,164.6,15.4,1.55,1277.0,10.5,5.07,72.4
471,2017,Iona Gaels,156.1,12.1,1.08,1626.0,15.6,5.45,85.3
472,2017,Notre Dame Fighting Irish,186.8,10.2,0.62,1310.0,13.3,5.03,75.9
473,2017,Bucknell Bison,156.0,14.4,1.47,1334.0,15.1,5.29,76.1
474,2017,Iowa State Cyclones,135.8,10.5,0.84,1395.0,12.9,5.12,79.3
475,2017,Wake Forest Demon Deacons,142.9,9.3,0.83,1432.0,18.5,5.12,81.9
476,2018,Davidson Wildcats,153.3,14.8,1.36,1323.0,10.7,5.43,74.4
477,2018,UNC Greensboro Spartans,154.3,13.4,1.4,1276.0,11.3,5.07,72.5
478,2018,Texas Tech Red Raiders,138.7,11.0,1.07,1226.0,16.9,5.0,72.9
479,2018,Alabama Crimson Tide,133.1,9.2,0.96,1187.0,15.7,4.84,71.2
480,2018,Radford Highlanders,147.8,11.9,1.19,1185.0,12.1,5.13,67.1
481,2018,Florida Gators,149.0,11.1,1.14,1231.0,12.6,4.72,70.1
482,2018,Cincinnati Bearcats,158.0,17.1,1.69,1211.0,13.6,4.8,69.3
483,2018,Clemson Tigers,158.8,10.2,1.21,1197.0,15.2,4.96,78.2
484,2018,Seton Hall Pirates,139.8,9.4,0.88,1363.0,15.0,4.96,80.2
485,2018,UCLA Bruins,174.9,11.6,1.28,1460.0,17.2,5.96,83.8
486,2018,Providence Friars,133.1,8.0,0.74,1270.0,16.8,4.77,75.5
487,2018,Kansas State Wildcats,112.4,8.7,0.64,1246.0,14.4,4.71,72.1
488,2018,St. Bonaventure Bonnies,153.9,12.0,1.19,1387.0,17.0,5.0,78.5
489,2018,Syracuse Orange,107.0,9.1,0.73,1156.0,16.3,4.59,66.3
490,2018,Duke Blue Devils,167.1,14.2,1.44,1389.0,15.4,5.31,84.3
491,2018,Xavier Musketeers,157.5,10.6,1.06,1467.0,18.1,5.24,83.6
492,2018,Penn Quakers,138.4,9.3,1.19,1019.0,14.1,4.97,75.7
493,2018,North Carolina Central Eagles,144.5,7.5,1.02,1012.0,11.4,4.9,71.5
494,2018,Wichita State Shockers,172.7,13.5,1.4,1357.0,13.5,5.23,78.9
495,2018,College of Charleston Cougars,135.2,11.9,0.91,1397.0,16.4,4.71,79.2
496,2018,San Diego State Aztecs,151.6,11.2,1.17,1322.0,12.8,5.1,79.1
497,2018,Oklahoma Sooners,131.5,8.1,0.76,1423.0,17.0,4.97,81.0
498,2018,New Mexico State Aggies,160.9,11.9,1.69,1014.0,11.0,5.06,74.3
499,2018,Texas Southern Tigers,141.2,11.0,1.03,1415.0,25.4,5.14,96.8
500,2018,Montana Grizzlies,156.0,14.9,1.45,1408.0,17.4,5.27,80.5
501,2018,Ohio State Buckeyes,158.6,13.5,1.35,1276.0,12.4,5.15,74.4
502,2018,Arizona Wildcats,145.6,12.4,1.14,1365.0,16.8,5.5,82.0
503,2018,Auburn Tigers,150.2,12.3,1.17,1453.0,20.7,5.01,85.2
504,2018,West Virginia Mountaineers,153.3,11.3,1.14,1343.0,14.9,4.99,80.1
505,2018,Stephen F. Austin Lumberjacks,152.0,13.3,1.45,1357.0,17.3,5.1,78.9
506,2018,Miami (FL) Hurricanes,146.6,8.8,0.9,1296.0,14.1,5.1,81.0
507,2018,Buffalo Bulls,152.7,14.0,1.28,1545.0,14.0,5.32,87.9
508,2018,Lipscomb Bisons,130.2,8.4,0.93,1149.0,18.6,4.9,84.5
509,2018,Creighton Bluejays,152.0,9.2,0.98,1339.0,12.3,5.36,87.2
510,2018,Wright State Raiders,131.4,12.1,1.1,1309.0,17.1,4.64,82.6
511,2018,Murray State Racers,158.1,15.5,1.44,1394.0,16.1,5.55,79.2
512,2018,Arkansas Razorbacks,136.7,8.3,0.78,1335.0,14.0,4.86,76.4
513,2018,South Dakota State Jackrabbits,161.0,10.5,1.28,1174.0,17.8,5.41,87.4
514,2018,Tennessee Volunteers,138.3,10.9,1.05,1252.0,15.9,5.06,71.2
515,2018,Villanova Wildcats,165.5,14.5,1.33,1562.0,14.5,5.75,95.4
516,2018,Arizona State Sun Devils,138.6,9.4,0.96,1380.0,17.0,4.94,77.9
517,2018,Loyola (IL) Ramblers,156.7,14.3,1.38,1243.0,11.9,5.44,74.1
518,2018,Nevada Wolf Pack,178.1,13.6,1.36,1510.0,19.1,5.46,90.9
519,2018,Kentucky Wildcats,135.3,9.7,0.95,1307.0,18.5,4.9,77.1
520,2018,Michigan State Spartans,164.1,13.7,1.4,1311.0,16.0,5.39,74.3
521,2018,Purdue Boilermakers,158.1,14.1,1.3,1355.0,13.8,5.24,77.9
522,2018,Georgia State Panthers,147.9,11.7,1.04,1370.0,12.6,5.08,77.1
523,2018,NC State Wolfpack,140.2,8.9,0.86,1361.0,12.8,4.94,79.6
524,2018,Rhode Island Rams,147.0,12.9,1.26,1334.0,13.4,4.92,76.2
525,2018,Marshall Thundering Herd,152.3,10.8,1.18,1410.0,15.1,5.24,87.6
526,2018,Florida State Seminoles,145.8,8.5,0.85,1392.0,17.1,5.0,82.2
527,2018,Texas A&M Aggies,123.2,7.6,0.72,1168.0,12.5,4.47,72.6
528,2018,Virginia Tech Hokies,132.2,7.9,0.77,1268.0,11.9,5.08,72.4
529,2018,Gonzaga Bulldogs,177.7,17.5,1.72,1420.0,12.2,5.34,80.1
530,2018,UNC Tar Heels,156.6,11.6,1.06,1406.0,11.1,4.96,79.6
531,2018,Butler Bulldogs,139.5,10.9,0.99,1425.0,13.2,5.09,80.9
532,2018,Michigan Wolverines,150.6,11.7,1.2,1234.0,11.3,5.26,70.9
533,2018,Kansas Jayhawks,154.5,9.7,0.96,1377.0,13.8,5.25,79.5
534,2018,Cal State Fullerton Titans,142.8,8.7,1.07,1133.0,16.4,5.14,73.2
535,2018,Houston Cougars,150.6,14.1,1.42,1290.0,11.1,5.03,73.5
536,2018,Texas Longhorns,143.2,7.6,0.88,1252.0,15.5,5.05,82.6
537,2018,LIU-Brooklyn Blackbirds,133.3,9.3,0.91,1397.0,16.2,5.28,78.9
538,2018,Iona Gaels,138.5,10.9,0.99,1461.0,14.7,5.12,85.7
539,2018,TCU Horned Frogs,152.1,10.3,0.97,1434.0,15.8,5.24,91.3
540,2018,Missouri Tigers,110.3,9.1,0.7,1238.0,15.9,4.68,70.5
541,2018,Bucknell Bison,142.3,14.7,1.44,1357.0,18.8,5.06,82.1
542,2018,UMBC Retrievers,123.8,9.1,0.93,1058.0,10.3,4.69,69.2
543,2018,Virginia Cavaliers,146.1,14.8,1.39,1129.0,9.0,4.81,65.9
544,2019,Texas Tech Red Raiders,156.8,13.7,1.4,1262.0,13.6,5.1,72.4
545,2019,Liberty Flames,145.4,12.6,1.35,1095.0,10.3,5.18,69.6
546,2019,Ole Miss Rebels,126.8,9.4,0.85,1296.0,15.0,4.86,74.0
547,2019,Fairleigh Dickinson Knights,136.5,11.1,0.93,1339.0,14.4,5.23,77.5
548,2019,Florida Gators,129.5,9.5,0.9,1151.0,12.8,4.8,65.5
549,2019,Cincinnati Bearcats,142.1,11.4,1.16,1201.0,15.7,4.39,68.5
550,2019,St. John's (NY) Red Storm,150.1,8.1,0.87,1310.0,13.4,4.72,79.3
551,2019,Northern Kentucky Norse,154.9,12.8,1.21,1404.0,14.2,5.24,79.8
552,2019,Seton Hall Pirates,130.5,8.7,0.82,1257.0,13.3,4.65,72.7
553,2019,Kansas State Wildcats,137.3,12.1,1.17,1141.0,13.1,4.89,70.5
554,2019,Prairie View Panthers,143.6,13.8,1.39,1355.0,18.6,5.14,77.7
555,2019,Syracuse Orange,155.2,9.0,1.14,1197.0,12.3,4.91,68.9
556,2019,UC-Irvine Anteaters,165.3,12.5,1.51,1095.0,10.5,4.9,72.5
557,2019,Duke Blue Devils,168.1,12.8,1.33,1393.0,16.7,4.98,87.9
558,2019,North Carolina Central Eagles,125.9,9.6,1.08,1079.0,14.2,4.74,70.4
559,2019,LSU Fighting Tigers,158.6,12.9,1.2,1473.0,20.4,4.91,87.8
560,2019,Saint Louis Billikens,44.2,9.4,-0.01,1194.0,13.8,3.9,68.1
561,2019,Baylor Bears,154.6,9.4,1.04,1239.0,17.1,4.88,90.8
562,2019,Louisville Cardinals,121.8,11.2,1.03,1271.0,12.6,4.68,72.1
563,2019,Gardner-Webb Runnin' Bulldogs,126.4,8.8,0.78,1230.0,14.0,4.95,73.8
564,2019,Yale Bulldogs,152.4,9.4,1.17,1046.0,11.3,5.45,77.1
565,2019,Wofford Terriers,180.3,16.7,1.65,1421.0,11.8,5.39,82.1
566,2019,Maryland Terrapins,107.2,11.6,0.82,1325.0,13.1,4.51,67.2
567,2019,Minnesota Golden Gophers,121.2,8.7,0.73,1272.0,15.3,4.58,68.4
568,2019,Abilene Christian Wildcats,145.9,12.8,1.27,1226.0,13.8,5.09,78.6
569,2019,Colgate Raiders,175.4,12.1,1.3,1362.0,11.8,5.34,81.8
570,2019,North Dakota State Bison,140.5,7.7,0.82,1126.0,13.1,5.13,73.3
571,2019,Iowa Hawkeyes,158.6,8.8,1.03,1432.0,17.0,5.1,75.8
572,2019,Oklahoma Sooners,141.1,6.8,0.76,1147.0,12.3,5.08,65.5
573,2019,Bradley Braves,141.7,9.6,1.09,1114.0,12.0,5.02,64.7
574,2019,Mississippi State Bulldogs,141.2,10.1,0.84,1341.0,14.9,4.97,78.8
575,2019,New Mexico State Aggies,172.0,11.2,1.59,1004.0,13.5,5.18,69.3
576,2019,Montana Grizzlies,159.7,15.1,1.32,1559.0,14.8,5.35,87.6
577,2019,Ohio State Buckeyes,122.3,7.7,0.74,1224.0,12.0,4.78,67.5
578,2019,Auburn Tigers,148.1,10.9,1.07,1317.0,12.9,5.03,75.2
579,2019,Buffalo Bulls,146.8,14.8,1.36,1501.0,15.1,4.95,84.6
580,2019,Old Dominion Monarchs,135.7,10.2,1.0,1199.0,11.8,4.5,67.0
581,2019,Marquette Golden Eagles,130.2,11.0,1.04,1339.0,14.7,5.29,75.2
582,2019,Murray State Racers,176.8,15.5,1.53,1487.0,14.7,5.42,84.1
583,2019,Tennessee Volunteers,160.0,14.6,1.37,1408.0,14.3,5.31,80.0
584,2019,Temple Owls,137.3,10.8,1.06,1353.0,16.6,5.06,77.5
585,2019,Villanova Wildcats,153.6,12.7,1.2,1325.0,14.3,5.2,77.1
586,2019,Arizona State Sun Devils,133.5,10.4,1.0,1354.0,15.5,5.39,78.1
587,2019,Belmont Bruins,169.9,16.3,1.49,1554.0,15.1,5.46,89.5
588,2019,Nevada Wolf Pack,121.4,15.5,1.17,1430.0,15.5,4.66,80.5
589,2019,Kentucky Wildcats,149.4,14.6,1.36,1302.0,17.3,4.93,75.0
590,2019,Michigan State Spartans,170.8,16.2,1.49,1433.0,18.9,5.42,92.1
591,2019,Purdue Boilermakers,167.3,14.7,1.34,1406.0,13.4,5.15,73.1
592,2019,Oregon Ducks,137.2,10.9,1.05,1215.0,10.0,4.7,69.7
593,2019,Wisconsin Badgers,122.0,12.9,1.09,1293.0,9.6,4.69,65.3
594,2019,Northeastern Huskies,152.3,13.9,1.24,1383.0,15.6,5.33,86.7
595,2019,Washington Huskies,170.9,12.7,1.4,1204.0,11.8,5.15,68.9
596,2019,Georgia State Panthers,141.3,10.7,1.01,1388.0,13.5,5.27,78.9
597,2019,Florida State Seminoles,154.4,10.7,1.24,1135.0,14.4,4.91,64.2
598,2019,Virginia Tech Hokies,144.4,11.1,1.11,1247.0,16.4,5.3,77.8
599,2019,Gonzaga Bulldogs,201.6,19.3,2.17,1337.0,15.8,5.6,88.0
600,2019,UCF Knights,133.2,11.7,1.0,1210.0,16.2,4.98,69.4
601,2019,UNC Tar Heels,146.3,13.5,1.28,1409.0,13.4,4.84,81.5
602,2019,Michigan Wolverines,140.4,13.7,1.21,1327.0,11.2,4.75,71.9
603,2019,Kansas Jayhawks,136.1,9.7,0.98,1229.0,13.9,5.06,79.2
604,2019,Utah State Aggies,150.7,13.8,1.22,1363.0,14.4,5.16,78.1
605,2019,Houston Cougars,168.8,14.8,1.58,1306.0,13.0,5.14,74.8
606,2019,Vermont Catamounts,150.1,13.4,1.54,1087.0,15.3,4.99,72.3
607,2019,Saint Mary's Gaels,149.6,10.5,1.14,1092.0,12.4,4.74,69.9
608,2019,VCU Rams,163.5,14.9,1.69,1178.0,13.6,5.25,66.8
609,2019,Iona Gaels,126.9,11.5,0.95,1381.0,15.9,4.98,80.2
610,2019,Iowa State Cyclones,164.8,9.8,1.07,1286.0,13.0,5.35,76.5
611,2019,Virginia Cavaliers,183.2,16.6,1.75,1228.0,10.1,5.38,70.7
